name,roaster,roast,loc_country,origin,centg_USD,rating,review_date,review,name_extended,roaster_extended,roast_extended,loc_country_extended,origin_1_extended,origin_2_extended,centg_USD_extended,rating_extended,review_date_extended,desc_extended
Kaâ€™u Yellow Caturra Champagne Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,22,93,March 2020,"High-toned, elegant, fruit-centered. Passion fruit, lemon blossom, cocoa nib, marjoram, mesquite in aroma and cup. Deeply sweet structure with citrusy acidity",Ecuador Finca La Papaya,Willoughby's Coffee & Tea,Medium-Light,United States,Loja Province,Southern Ecuador,6.39,92,March 2019,"Crisply sweet-tart. Apricot, cacao nib, lime zest, hibiscus, almond in aroma and cup. Sweetly tart structure with pert, lively acidity"
Burundi Kibingo,Big Shoulders Coffee,Light,United States,Burundi,6.17,92,March 2020,"Spice-toned, richly sweet. Baking spices, caramel, red apple, magnolia, oak in aroma and cup. Sweet structure with brisk acidity",Peru Natural Utcubamba,Peach Coffee Roasters,Medium-Light,United States,Utcubamba Province,Amazonas Region,4.41,91,March 2019,"Fruit-forward, crisply sweet. Caramelized banana, hibiscus, cedar, pipe tobacco, rum cordial in aroma and cup. Sweet-tart structure with round, gentle acidity"
Indestec El Paraiso,Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,94,May-20,"Rich-toned, fruit-forward, sweetly tart. Pineapple, violet, cocoa nib, cedar, a hint of thyme in aroma and cup. Sweetly tart structure with vivid acidity",Kenya Murangâ€™a Githiga AA,Evie's Cafe,Medium-Light,Taiwan,Muranga District,Central Province,5.95,94,May-19,"Very sweetly tart, floral-prominent and rich-toned. Lemon custard, red currant jam, tea rose, maple syrup and dried coconut in aroma and cup. Delightfully crisp and tart, though cohesively resonant in structure"
Monteblanco Cold Fermentation Geisha,Steady State Roasting Company,Medium-Light,United States,Colombia,8.52,94,May-20,"Intensely aromatic, sweet-savory. Dried peach, star jasmine, hop flowers, fresh uncut oak, almond butter in aroma and cup. High-toned, sweet-savory structure with vibrant, juicy acidity",Borneo Sabah Arabica,Paradise Roasters,Medium-Light,United States,Sabah State,Malaysia,9.96,90,May-19,"Sweetly tart, spice-toned. Dried black cherry, lantana, pipe tobacco, allspice, cedar in aroma and cup. Tart-leaning structure with brisk acidity"
Ten Anniversary Blend,Indaba Coffee Roasters,Medium-Light,United States,Ethiopia,5,93,April 2020,"Richly sweet-tart, high-toned, perfumy. Watermelon candy, lilac, hop flowers, macadamia nut, sandalwood in aroma and cup. Sweet-tart-savory structure with fruit-toned acidity",Colombia,Caffeic,Medium,United States,Salgar Municipality,Antioquia Department,3.82,90,May-19,"Roundly pungent, buttery and chocolaty. Dark chocolate, orange zest, cedar, plum, a hint of peppercorn in aroma and cup. Crisply sweet, balanced in structure. Very light in mouthfeel, silky. Flavor consolidates in a drying though resonant finish. "
Seasonal Ethiopia Yirgacheffe Natural,modcup coffee,Light,United States,Ethiopia,5.88,91,April 2020,"Richly sweet-tart, fruit-toned. Blackberry, grappa barrel, magnolia, molasses, Brazil nut in aroma and cup. Deeply sweet structure with winy acidity",D.R. Congo Muungano Co-Op,Temple Coffee Roasters,Medium-Light,United States,South Kivu Province,Democratic Republic Of The Congo,5.44,92,May-19,"Deeply sweet, richly drying, complexly sweet-savory. Nutella, sumac, oak, clove, loquat, hop blossom in aroma and cup. Rounded and rich though drying in structure"
DR Congo Muungano Co-op South Kivu,Temple Coffee Roasters,Medium-Light,United States,Democratic Republic Of The Congo,5.88,93,April 2020,"Sweetly-spiced toned, deeply rich. Caramel, bergamot flower, fig newton, candied apple, cedar in aroma and cup. Richly bittersweet structure with vibrant acidity",No. 6 Espresso Blend,The Curve Coffee Roasting,Medium,Taiwan,Guatemala,Brazil,3.47,92,April 2019,"Evaluated as espresso. Bittersweet, richly pungent, chocolaty and floral. Dark chocolate, plum, cedar, magnolia in aroma and small cup. Plump, satiny mouthfeel"
Ethiopia Natural Guji PB JackyLai Lot,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,94,April 2020,"Richly sweet-tart, complex, fruit-toned. Mulberry, cocoa nib, honeysuckle, sandalwood, nougat in aroma and cup. Sweetly tart structure with juicy, vibrant acidity",Ethiopia Sidama Shantewene,Cafe Virtuoso,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,5.58,95,April 2019,"Richly fruit-toned, musky sweet. Raspberry jam, fine musk, apple brandy, hop flowers, almond in aroma and cup. Balanced, sweet-tart-savory in structure with vibrant, juicy acidity"
Kakalove Ethiopia Natural Yirgacheffe Boyrfi,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,93,April 2020,"Fruit-forward, deep-toned. Blueberry jam, dark chocolate, lily, juniper, molasses in aroma and cup. Sweet structure with round, gentle acidity",Kivu Belt Lot 32 Espresso,JBC Coffee Roasters,Medium-Light,United States,Nyamasheke District,Rwanda,4.76,93,April 2019,"Evaluated as espresso. Richly savory-leaning, deeply sweet. Tamarind, dark chocolate, sunchoke, wisteria, almond butter in aroma and small cup. Velvety-smooth mouthfeel"
Colombia Geisha,Paradise Roasters,Medium-Light,United States,Colombia,11.73,93,April 2020,"Rich-toned, exceptionally sweet. Blood orange zest, lilac, baking chocolate, pear, cedar in aroma and cup. High-toned, bittersweet structure with juicy, balanced acidity",Kivu Belt Lot 32 Rwanda,JBC Coffee Roasters,Medium-Light,United States,Nyamasheke District,Rwanda,4.76,92,April 2019,"Richly sweet-savory, spice-toned. Bakerâ€™s chocolate, spice box, narcissus-like flowers, almond, peach in aroma and cup. Savory-sweet structure with gentle, round acidity"
Colombia Finca Lord Baltimore Papayo,Paradise Roasters,Light,United States,Colombia,7.33,94,May-20,"Floral, citrusy, delicate yet deeply sweet. Honeysuckle, blood orange, sugar cane, nougat, cocoa nib in aroma and cup. Sweetly tart structure with high-toned, juicy acidity",Gesha Rebecca Natural,Small Eyes CafÃ©,Medium-Light,Taiwan,Bench-Maji Zone,Southern Ethiopia,4.96,95,April 2019,"Richly sweet, cocoa- and fruit-toned. Concord grape, cocoa nib, sandalwood, maple syrup, lilac in aroma and cup. Sweet-toned structure with bright, juicy acidity"
Hawaiâ€™i Kaâ€™u Typica Anaerobic Washed,Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,93,May-20,"Rich-toned, sweet-savory. Lychee, hop flowers, honey, cedar, cocoa nib in aroma and cup. Sweet-savory structure with crisp, juicy acidity",Bufcafe Rwanda,JBC Coffee Roasters,Medium-Light,United States,Nyamagabe District,Southern Province,4.69,90,April 2019,"Roundly savory, sweet, quiet. Almond, pine, lightly cooked taro with hints of orange zest and plum blossom in aroma and cup. Gently sweet-savory in structure"
Lekali Estate Reserve Nepal,Press House Coffee,Medium-Light,United States,Nepal,7.05,92,May-20,"Delicate, balanced, sweet-toned. Plum, fresh-cut fir, hazelnut, baking chocolate, a hint of cardamom in aroma and cup. Crisply sweet structure with brisk acidity",CafÃ© Granja La Esperanza Sudan Rume Natural,PT's Coffee Roasting Co.,Medium,United States,Valle Del Cauca Growing Region,Colombia,16.53,95,April 2019,"Shifting, original, startling in its giddy intricacy. Winey pine (think retsina wine), cocoa powder, green apple, Concord grape, ginger blossom, much more in aroma and cup. Sweetly and delicately pungent in structure. Lightly syrupy and almost effervescently buoyant in mouthfeel. The winey pine character and a floral sweetness carry persuasively into a crisp finish."
Salvador, Kona,Kona Roasted,Medium,Hawai'i,Hawai'I,10.58,91,May 2020,La Papaya Ecuador,Lexington Coffee Roasters,Medium-Light,United States,Loja Province,Southern Ecuador,6.76,92,April 2019,"Crisply sweet, richly dry. Kumquat, cocoa nib, vanilla, allspice and molasses in aroma and cup. Bittersweet in structure with brisk acidity"
Ethiopia Shantawene Washed,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,96,May-20,"Very sweet, high-toned, richly floral. Star jasmine, lemon verbena, pineapple, cocoa nib, frankincense in aroma and cup. Sweetly tart structure with juicy, levitating acidity",Aponte Colombia,Lexington Coffee Roasters,Medium-Light,United States,Narino Department,Southern Colombia,4.69,90,April 2019,"Delicate, sweetly pungent. Apple-brandy reduction, hazelnut, lime zest, freesia and fir in aroma and cup. Low-toned, savory-edged structure with gently tart acidity"
Organic Suke Quto Ethiopia,Greater Goods Coffee Roasters,Medium-Light,United States,Ethiopia,5.58,95,May-20,"Overarchingly sweet, richly savory. Nectarine, sandalwood, marzipan, spearmint, freesia-like flowers in aroma and cup. Deeply sweet structure with a tart, vibrant acidity",Sumatra Tano Batak,Gracenote Coffee Roasters,Medium-Light,United States,Lintong Growing Region,North Sumatra Province,5.29,94,April 2019,"Sweetly and deeply pungent: earth and chocolate. Rich dark chocolate, fresh-turned humus, black currant, magnolia, cedar in aroma and cup. Pungent, sweet-tart in structure, with a profound savory bottom. The mouthfeel is not particularly full, but smooth, satiny. Nothing is lost in a flavor-saturated finish."
Karen J Kona Red Bourbon,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,0.17,94,May-20,"Crisply fruit-centered, floral-toned. Mango, cocoa nib, lilac, honey, Meyer lemon in aroma and cup. Sweet-toned structure with lush, elegant acidity",Boru Batak Sumatra,Notch Coffee,Medium-Light,Canada,Lintong Growing Region,North Sumatra Province,3.97,94,April 2019,"Deep, complex, sweetly pungent. Black currant, bakerâ€™s chocolate, moist, fresh-fallen leaves, maple syrup, a slight hint of juicy, berryish ferment in aroma and cup. Crisply sweet-savory in structure"
Abu Natural Panama Geisha,Klatch Coffee,Medium-Light,United States,Panama,20.55,94,May-20,"Deeply fruit-toned, richly chocolaty. Candied papaya, black cherry, dark chocolate, honeysuckle, agave syrup in aroma and cup. Tart-leaning structure with high-toned, fruity acidity",Sumatra Gayo King Mandheling,Fumi Coffee,Medium,Taiwan,Gayo (Also Aceh) Growing Region,Aceh Province,8.38,93,April 2019,"Richly sweet, subtly earth-toned, lightly roasty. Distinct dark chocolate, black cherry, fresh-turned loam, cedar, freesia-like flowers in aroma and cup. Sweet-tart in structure, with a savory bottom. Lightly syrupy mouthfeel. The loamy earth notes and dark chocolate dominate in a very sweet, layered finish."
Colombia Finca Las Margaritas Natural Sudan Rume,modcup coffee,Medium-Light,United States,Colombia,17.64,94,May-20,"Sweetly fermenty, wine-toned. Lychee, dried raspberry, grappa, dark chocolate fudge, lily in aroma and cup. Sweetly tart structure with crisp, citrusy acidity",Huta Raja Natural,Giv COFFEE,Light,United States,Simalungun Regency,North Sumatra Province,6.17,93,April 2019,"Cocoa- and mango-toned, quietly zesty. Bakerâ€™s chocolate, mango, sandalwood, almond nougat, freesia-like flowers in aroma and cup. In structure, bittersweet with an enlivening tart edge"
Ethiopia Konga,The WestBean Coffee Roasters,Medium,United States,Ethiopia,5.29,93,May-20,"Crisply sweet, floral- and fruit-toned. Peach, narcissus, almond butter, nougat, cedar in aroma and cup. In structure sweetly and gently tart, with a balanced and roundly bright acidity. Satiny, lively mouthfeel. Peach and flowers linger in the finish.",Sumatra Pantan Musara,Paradise Roasters,Medium-Light,United States,Gayo (Also Aceh) Growing Region,Aceh Province,5.86,93,April 2019,"Richly and vivaciously sweet-savory. Pipe tobacco, date, grapefruit zest, spearmint, rose-like flowers in aroma and cup. Sweetly tart and deeply savory, almost meaty in structure. Syrupy but crisply drying mouthfeel. Flavor consolidates around grapefruit, spearmint and rose in a savory-bottomed, lasting finish."
Gesha Village Single-Variety Gesha Special Selection,Plat Coffee Roastery,Medium-Light,Hong Kong,Ethiopia,13.23,94,May-20,"Deeply rich, balanced, fruit- and floral-toned. Tea rose, pomelo, dark chocolate, pie cherry, fresh-cut oak in aroma and cup. Sweet-tart structure with round, fruit-toned acidity",ASOPCAFA Colombia,JBC Coffee Roasters,Medium-Light,United States,Huila Department,Southern Colombia,4.67,91,May-19,"Soft, balanced: cocoa and nuts. Baking chocolate, tangerine zest, nut (hazelnut, pistachio), fresh-cut pine in aroma and cup. Delicately brisk in structure"
DR Congo Muungano,Cafe Grumpy,Medium-Light,United States,Democratic Republic Of The Congo,5.88,93,May-20,"Richly sweet-tart, earth-toned. Blood orange, pipe tobacco, roasted almond, rhododendron, baking chocolate in aroma and cup. Tart-leaning structure with crisp, green-apple-like (malic) acidity",Natural Burundi Nemba,Amavida Coffee Roasters,Light,United States,Kayanza,Kabuye,5.86,92,May-19,"Round, layered, sweet-savory, understated but original. Walnut, cocoa powder, maple syrup, hints of pear and rum in aroma and cup. Softly brisk in structure"
Colombian,Durango Coffee Company,Medium-Light,United States,Colombia,5.86,93,May-20,"Bold, rich, confident. Strawberry, magnolia, baking chocolate, fresh-cut fir, maple syrup in aroma and cup. Deeply sweet structure with brisk acidity",Kaâ€™u Champagne Natural,Paradise Roasters,Light,United States,Ka'U Growing Region,Big Island Of Hawai'I,17.59,94,May-19,"Vibrant, juicy, brightly fruit-toned and spicily floral. Wild strawberry, honey, dried gardenia, pistachio butter, pink peppercorn in aroma and cup. Sweet-tart structure with crisp, fresh acidity"
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,June 2020,"Cocoa-toned, crisply sweet. Cocoa powder, hazelnut butter, pear, cedar, agave syrup in aroma and cup. Sweet in structure with brisk acidity",Monarch Gesha,Equator Coffees,Medium-Light,United States,Holualoa,North Kona Growing District,37.04,94,May-19,"Floral and sweetly herbaceous with richly framed depth. Jasmine, spearmint, chocolate, watermelon, fine musk in aroma and cup. Deeply sweet structure with vibrant, juicy acidity"
Ethiopia BergWu SP Series: Wuri Red Cherries 19/EXP02,Vennel Coffee,Medium,Taiwan,Ethiopia,8.46,92,June 2020,"Deeply sweet, fruit-forward. Grape candy, dark chocolate, grappa barrel, fresh-cut fir, gardenia in aroma and cup. Sweet-tart structure with gentle acidity",Puna Barrel-Aged,Big Island Coffee Roasters,Medium-Light,Hawai'i,Puna District,Big Island Of Hawai'I,10.93,93,May-19,"Sweetly spice-toned, richly chocolaty. Salted chocolate, hop flowers, Concord grape, ginger, a hint of aged grappa in aroma and cup. Sweet-savory structure with fruit-forward, wine-toned acidity"
Kaâ€™u Giant Maragogipe,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,12.35,94,June 2020,"Deep-toned, sweet-savory. Nectarine, narcissus, hop flowers, sandalwood, honey in aroma and cup. Richly sweet structure with gentle, round but engaging acidity",Kona Peaberry,Big Island Coffee Roasters,Medium-Light,Hawai'i,Kona District,Kealakekua Growing Region,10.23,93,May-19,"Rich-toned, deeply sweet. Black cherry, magnolia, fresh-cut cedar, maple syrup, a hint of thyme in aroma and cup. Sweet-toned structure with round, gentle acidity"
Wood Valley Single Estate Kaâ€™u,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,10.58,93,June 2020,"Richly floral- and nut-toned. Freesia-like flowers, almond brittle, baking chocolate, black cherry, fresh-cut oak in aroma and cup. Deeply sweet structure with tart, lively acidity",Lauraâ€™s Reserve SL-28,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Holualoa,North Kona Growing District,28.2,93,May-19,"Classic, balanced, rich-toned. Honeysuckle, red currant, toffee, dried coconut, mango in aroma and cup. Sweetly tart in structure with bright acidity"
Kona Maragogype,Rusty's Hawaiian,Medium,Hawai'i,Hawai'I,17.64,93,June 2020,"Deep-toned, richly sweet-savory. Dark chocolate, hop flowers, lychee, sandalwood, almond brittle in aroma and cup. Sweet-savory structure with round, gentle acidity",Kaâ€™u Natural,Nine Point Coffee,Medium-Light,Taiwan,Ka'U Growing Region,Big Island Of Hawai'I,21.6,93,May-19,"Richly fruit-toned, complexly layered. Cacao nib, jujube (red date), marjoram, freesia-like flowers, fresh pipe tobacco in aroma and cup. Sweetly tart structure with bright acidity"
Organic Ethiopia Agaro-Nano Challa,Paradise Roasters,Medium-Light,United States,Ethiopia,6.75,94,June 2020,"Delicately sweet, high-toned, citrusy. Key lime, cocoa nib, strawberry, freesia-like flowers, cedar in aroma and cup. Sweetly tart structure with juicy, vibrant acidity",Maui Kupaâ€™a Orange Bourbon,Origin Coffee Roasters,Medium-Light,Hawai'i,Kula,Island Of Maui,17.64,93,May-19,"Bright, crisply sweet-tart. Peach, honeysuckle, cinnamon, cedar, cacao nib in aroma and cup. Richly sweet, high-toned structure with citrusy acidity"
